id;lat;lng;title;reiting;content_text;address;content;cats
1;55.8779092220077;37.4977380486878;ООО «Экобридж»;3.7;Бумага;Бусиновская Горка ул., 1в;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span></div>";1
2;55.8681185;37.4655941999999;ЗО «Фрунзенское» на Валдайский пр-д;2.8;Бумага;Валдайский пр-д, д. 7, корп. 3 / ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span></div>";1
3;55.8875192;37.5723304000001;«Технамекс»;3.9;Бумага, Пластик;Илимская, вл. 3к, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash3.png)"" data-tooltip=""""></span></div>";1_3
12;55.7991528;37.4871042;Пункт на ул. Маршала Рыбалко;3.5;Бумага, Стекло, Металл;ул. Маршала Рыбалко, д. 14/2;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash2.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span></div>";1_2_4
13;55.8106091070415;37.4546566716158;Пункт на ул. Авиационная;4;Бумага, Стекло, Металл, Опасные отходы;ул. Авиационная, д.68 (ГАЗЕЛЬ, двор, контейнерная площадка) ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash2.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";1_2_4_7
28;55.6304251588474;37.6443854084932;Пункт приёма, Кавказский б-р;3.8;Бумага;Кавказский б-р, д. 52а, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span></div>";1
33;55.7751432805568;37.5285890809023;ООО «Экомет-М»;4.4;Металл, Опасные отходы;ул. 5-я магистральная, д. 18 (искать шиномонтаж) ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";4_7
34;55.8978993311856;37.5533297768557;ООО «АХ Лианозово»;3.6;Стекло, Металл;Лианозовский пр-д, д. 1 (рынок), ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash2.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span></div>";2_4
35;55.8172041180559;37.6463702431643;ООО МПКТФ «ДИОНИС»;3.9;Стекло, Металл;Ярославская ул., д.9, корп.2, стр. 2, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash2.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span></div>";2_4
37;55.789520482825;37.7333274594271;ООО «Метал-проект»;3;Металл;ул.Лечебная, дом 6 (за больницей № 36), ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span></div>";4
39;55.6597348531053;37.5221195927584;ООО «Бриар»;3.8;Металл;ул. Акад. Челомея, стр. 11, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span></div>";4
40;55.7563658977144;37.693695139023;ООО «Рем»;0;Металл;проезд Завода Серп и Молот, д. 1, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span></div>";4
41;55.7605494920285;37.6642981282198;Прием макулатуры на базе типографии IdeaPrint;5;Бумага;Нижний Сусальный переулок, д. 5, стр. 10, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span></div>";1
42;55.8139127805933;37.8196784964525;Комплексный центр социального обслуживания «Гольяново»;5.0;Одежда;ул. Новосибирская, д. 3 каб 15 От м. на троллейбусе (5 остановок), ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
43;55.6846559511445;37.8453633299791;Комплексный центр социального обслуживания Жулебино;3.3;Одежда;Жулебинский б-р, д. 40, корп. 1, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
44;55.6184855124311;37.7043274155581;Территориальный   центр «Орехово»;2.8;Одежда; Шипиловский проезд, 53/2, подъезд 2 / (495) 343-49-01, (495) 343-11-95;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
47;55.7789115496357;37.6050642243349;Интернет-магазин «И-Мне»;2.7;Опасные отходы;ул. Краснопролетарская, д. 31/1, корп. 5, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
52;55.6851821542236;37.9728272667849;НО Фонд рационального природопользования ;4.7;Опасные отходы;Люберецкий район, дер. Машково, Машковский проезд, д.1 (на карте точка стоит не точно обязательно позвоните им для уточнения), ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
54;55.6798774611949;37.9802730790102;ЭКО-ФОНД;3.7;Опасные отходы;Люберецкий район, дер.Машково, схема проезда на сайте. (точка указывает точно на место) / (495)943-10-25 (круглосуточно);"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
60;55.758246;37.9241609000001;Пункт приема вторсырья;2.1;Бумага;МО, г. Балашиха, мк-он Салтыковский, ул. Пушкинская, д.1, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span></div>";1
67;55.5972209651093;37.5568445420806;"Экоцентр ""Битцевский лес""";4.5;Бумага, Стекло, Пластик, Металл, Одежда, Иное, Опасные отходы, Батарейки, Бытовая техника;Новоясеневский туп., д. 1с3;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash2.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash3.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash8.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash10.png)"" data-tooltip=""""></span></div>";1_2_3_4_5_6_7_8_10
68;55.7732363794701;37.5747230759301;ЗО «Фрунзенское»;4.5;Бумага, Металл;Грузинский вал 9а, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span></div>";1_4
70;55.8704476908274;37.5933912506738;Комплексный центр социального обслуживания «Отрадное»;5.0;Одежда;ул. Римского-Корсакова, д.6, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
71;55.5930160529981;37.5447788944879;Комплексный центр социального обслуживания «Ясенево»;3.6;Одежда;ул. Голубинская, д.32, корп.2, здание детского сада, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
72;55.5414477770817;37.5757101288476;Центр социальной помощи семье и детям;3.5;Одежда, Иное;ул. Старонародная, д.2, От м. Бульвар Д.Донского на автобусе 737, 108 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span></div>";5_6
73;55.8315657994262;37.4554291477838;Комплексный центр социального обслуживания «Покровское-Стрешнево»;5.0;Одежда;"Ул Подмосковная, д. 5 Выйти из м.Сходненская в сторону ТЦ """"Оранжевый мир"""", на трамвае в сторону м.Сокол (в центр) до ост. Мещерякова, перейти дорогу до высотного дома, за ул. Свободы, д.16, переулок по нему идти до места, ";"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
76;55.7430271;37.6286102;Международная организация «Справедливая помощь»;3.9;Одежда;ул. Пятницкая, д. 17/4, стр. 1 / (495) 953-9486;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
78;55.7283992;37.6378969;Храм Флора и Лавра Свв. мчч. на Зацепе;4.8;Одежда;ул. Дубнинская, д.9, стр.1 / ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
79;55.8736932138707;37.6898202423279;Диспечерская;3.7;Иное;Янтарный пр. д. 35/7 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span></div>";6
82;55.7520963620832;37.6689594624268;ООО Сфера Экологии;4.7;Бумага, Стекло, Пластик, Металл, Тетра Пак;улица Нижняя Сыромятническая, д. 10 за стр 3 (находится на территории Артплей на Яузе) / 8(495)223 1615;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash2.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash3.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash11.png)"" data-tooltip=""""></span></div>";1_2_3_4_11
85;55.9884324801054;37.2340288868585;Приемный пункт;4.4;Металл;Зеленоград, Сосновая аллея 617;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span></div>";4
88;55.8586234255498;38.4804299584069;L&T;3;Бумага, Стекло, Пластик;" г. Ногинск, шоссе Энтузиастов, д.64Г ; (496)511-74-41";"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash2.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash3.png)"" data-tooltip=""""></span></div>";1_2_3
104;55.8180269089289;37.7309778443017;ОСКАБ, 5-й проезд Подбельского;4.9;Иное, Опасные отходы;"5-й проезд Подбельского, д.6Б/ Единая справочная: (499) 685-00-20; контактный ";"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";6_7
105;55.8140423898082;37.8195819368996;Комплексный центр социального обслуживания Северное Измайлово;1.0;Одежда;Новосибирская улица д 3, 15 каб. ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
106;55.8679374426076;37.7001217117944;Комплексный центр социального обслуживания Ярославский;0;Одежда;ул. Палехская, д. 14, ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
107;55.8666115206029;37.6964926829972;Комплексный центр социального обслуживания Ярославский;0;Одежда;ул. Палехская, д. 11, корп. 2/ ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
108;55.878476987517;37.6305773964563;Комплексный центр социального обслуживания Южное Медведково;3.5;Одежда;ул. Молодцова, д. 21/ ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
111;55.867291;37.696823;Отделение детской реабилитации;0;Одежда;ул.Палехская, д.11, корп.2. Свой вход - отдельное крыльцо, дверь с Винни-Пухом  / ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
112;55.8338193125691;37.6604679337182;Центр социального обслуживания Ростокино;0;Одежда;ул. Бажова, д. 5/ ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
114;55.8331022998241;37.5937238445916;Комплексный центр социального обслуживания Марфино;0;Одежда;. Ботаническая, д. 29, корп. 2, кабинет 8/(495) 619 39 75;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
115;55.8330601221921;37.5951936951318;Комплексный центр социального обслуживания Марфино;1.0;Одежда, Иное;ул. Ботаническая, д. 27/ (495) 619 79 75;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span></div>";5_6
116;55.8778781579956;37.6841142883935;Центр социального обслуживания Лосиноостровский;0;Одежда, Иное;ул. Магаданская, д. 9, корп. 3/ ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span></div>";5_6
118;55.9439674229278;37.5553253403344;Комплексный центр социального обслуживания Бибирево;5.0;Одежда, Иное;1-я Северная линия, дом 3 / ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span></div>";5_6
119;55.8705199257846;37.5934019795098;Центр социального обслуживания Бабушкинский ;3.7;Одежда, Иное;ул. Римского-Корсакова, д.6 вход со двора/ 8 495 471-30-078 495 471-30-0;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span></div>";5_6
120;55.8807277817039;37.5877478829065;Комплексный центр социального обслуживания Алтуфьевский;3.0;Одежда, Иное;Алтуфьевское шоссе, д. 56, п.2, вход со двора (есть вывеска)/ ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span></div>";5_6
121;55.8147582975247;37.6461570251313;Комплексный центр социального обслуживания Алексеевский;5.0;Одежда;Ярославская ул., 5;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
122;55.8174753697181;37.6257494202295;Комплексный центр социального обслуживания Останкинский;4.5;Одежда;ул. 2–ая Новоостанкинская, д. 4, двухэтажное здание типа детского сада за металл.забором / 8 495 616-26-68;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
126;55.8437536998436;37.5228813400903;Комплексный центр социального обслуживания Головинский;3.3;Одежда, Иное;ул. Онежская, д. 2/ 4954565451;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span></div>";5_6
130;55.6629544941239;37.475256036822;Центр социальной помощи семье и детям «Тропарево-Никулино»;5;Одежда;ул. Академика Анохина, д.5, корп.2/ 8-499 792 05 51;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
131;55.6706273075181;37.4742475262323;Центр социального обслуживания Тропарево-Никулино;4.2;Одежда, Иное;ул. Академика Анохина, д.2, корп.7/ ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span></div>";5_6
132;55.7074092771572;37.472219776217;Центр социального обслуживания Матвеевское, детское отделение;4.4;Одежда;ул. Нежинская, д.13 подъезд 12 (между Сбербанком и библиотекой)/ (495) 442-97-08;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
134;55.636216;37.346981;Общество многодетных семей;4.4;Одежда;Боровское ш., 48;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
135;55.7361237635068;37.854402374331;Комплексный центр социального обслуживания Новокосино;3;Одежда;"ул.Новокосинская, д 13, корп. 1, каб. 28/ ""702-66-31, нужно попросить соединить  с детским отделением""";"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
136;55.714467;37.8921459000001;Комплексный центр социального обслуживания Косино-Ухтомский;5.0;Одежда;Святоозёрская ул., 11;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
138;55.8171197282671;37.8672716131845;Комплексный центр социального обслуживания Восточный;3.0;Одежда;ул. 9 Мая, д. 14 а, каб 5/ ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
139;55.8176079809526;37.7251950016656;Комплексный центр социального обслуживания Богородское;5;Одежда;"ул. Ивантеевская, д.13, 1 -вый этаж десяти-этажного здания, вход с торца каб 20;  Ориентир - Сеничкин сквер/ """;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
140;55.6537662;37.7438309;Гу ЭКЦСЗ в Юго-восточном административном округе;4.3;Одежда;"109341 Люблинская ул. д. 159, ориентир - магазин ""Кораблик""; (495)3458701";"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
142;55.697144133896;37.7487088342545;ГУ ЦСО «Текстильщики» ;1.0;Одежда;7-я ул. Текстильщиков, д. 7, корп. 1 / ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
147;55.7137694;37.8042178000001;ГБУ ТЦСО «Жулебино» филиал «Выхино»;3;Одежда;Рязанский пр-т, д. 64, корп. 2  комн.8 / 8 (495) 376-32 95 (Наталья Викторовна);"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
155;55.6500978;37.5299815999999;ГБУ ТЦСО «Ломоносовский» филиал «Коньково»;3;Одежда;"ул. Профсоюзная, д. 88/20; 8 (495) 336-32-41";"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
156;55.6612625;37.5981134;ГУ КЦСО «Зюзино»;3.4;Одежда;ул. Одесская, д. 9, стр. 1/ 8 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
158;55.6819835;37.5785747;ГБУ ТЦСО «Зюзино» филиал «Академический»;3.3;Одежда;"ул. Новочеремушкинская, д. 20/23; ";"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
160;56.0052454;37.2013833999999;"ГУ КЦСО ""Зеленоградский""";4.8;Одежда;г.Зеленоград, корпус 205А/ ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
162;55.8061366;37.4177506999999;ГУ ЦСО «Строгино»;3;Одежда;123151, г. Москва, ул. Исаковского, д. 31 стр. 1/ 8 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
165;55.8442759;37.3539115;ГУ КЦСО «Митино»;3.3;Одежда, Иное;123368, г. Москва, ул. Дубравная, д. 40, корп. 1/ (495) 754-01-04 (495) 794-43-10, 751-78-00;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span></div>";5_6
166;55.7592531087363;37.6341876497904;Центре во имя Святителя Иоанна Златоуста;3.0;Одежда;"Малый Златоустинский пер, д.5 (м. ""Китай-город"", выход на Маросейку , 5 мин. пешком) / 8-909-667-44-33 Социальный работник Захарова Людмила Сергеевна";"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
167;55.8304499;37.530091;Храм Георгия Победоносца Св. мчч. в Коптеве;3.6;Одежда;ул. Б. Академическая, д. 33 Если войти на территорию храма с Большой Академической улицы, тосправа от ворот увидите сторожку, в которой расположен контейнер для вещей./ (495) 450-13-27;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
168;55.9082275;37.5859462999999;Храм Воздвижения Креста Господня в Алтуфьево;4.5;Одежда;Алтуфьевское ш., д. 147/ 499) 209-54-22;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
169;55.7351713;37.6114795999999;Храм Марона Пустынника прп. в Старых Панях;0;Одежда;ул. Б. Якиманка, д. 32, стр. 2 /Обращаться в церковную лавку, из нее дверь ведет в соц. отдел. Если он закрыт, вещи примут в самой церковной лавке / 499) 238-08-98;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
170;56.0049079;37.1948025;Кооператив Бережливость;3;Бумага, Металл;2-ой Западный проезд, д.2/ ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash1.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash4.png)"" data-tooltip=""""></span></div>";1_4
171;55.7962955;37.5514926999999;Благотворительный фонд защиты семьи, материнства и детства;4.8;Одежда;ул. Красноармейская, д.2, стр.4, к.206/ (495)612-64-95, (495)656-09-17;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash5.png)"" data-tooltip=""""></span></div>";5
172;55.7599366;37.6117302;ОДС, ул. Тверская;2.6;Опасные отходы;,Ул. Тверская, д.6/ 692-06-34;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
173;55.7756645;37.5907598;ОДС, ул. 3-я Тверская-Ямская;1.0;Опасные отходы;"ул. 3-я Тверская-Ямская, д.56/6;251-26-17 ";"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
174;55.73798;37.6783674000001;ОДС, Ул. Нижегородская;3.5;Лампочки;Ул. Нижегородская, д.6 /670-12-22;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash9.png)"" data-tooltip=""""></span></div>";9
175;55.7420505;37.6642793999999;ОДС, Б. Факельный пер ;0;Опасные отходы;Б. Факельный пер ., д.3 / 8 (495) 912-71-99;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
176;55.7464386;37.6768326;ОДС, Ул. С. Радонежского;5;Опасные отходы;Ул. С. Радонежского, д.10, корп.1/ 8 (495) 670-37-10 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
178;55.7318037;37.6762302;ОДС, Ул. Иерусалимская;2.7;Опасные отходы;Ул. Иерусалимская, д.8  /(495) 676-02-51 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
183;55.7359006;37.5871095;ОДС, Ул. Тимура Фрунзе;2.5;Опасные отходы;Ул. Тимура Фрунзе, д.26  / ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
185;55.7668165;37.6749242;ОДС, Доброслободская ул.;1;Лампочки;"Доброслободская ул., 15/17; 8 ";"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash9.png)"" data-tooltip=""""></span></div>";9
187;55.7732833;37.6811594000001;ОДС, Бакунинская ул.;3;Опасные отходы;Бакунинская ул., д. 10/12 стр. 1, / ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
188;55.7618964;37.6567724;ОДС, Земляной Вал ул.;5;Опасные отходы;Земляной Вал ул., 10/ 8 (495) 916-08-50 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
192;55.7702029;37.6354713000001;ОДС, Даев пер.;3.5;Опасные отходы;Даев пер., 6/8 (495) 607-74-94 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
194;55.7895452;37.6352276;ОДС, Мира пр.;0;Опасные отходы;Мира пр., 74/ (495) 631-03-78 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
197;55.7574947;37.5217178;ОДС, Шелепихинское ш.;5;Иное, Опасные отходы;Шелепихинское ш., д. 11 к. 1/ ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";6_7
198;55.7817592;37.5691065;ОДС, Ленинградский пр-т;0;Лампочки;Ленинградский пр-т, д.19  /;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash9.png)"" data-tooltip=""""></span></div>";9
199;55.7867663;37.5693146;ОДС, Ул. Н.Башиловка;3.7;Опасные отходы;Ул. Н.Башиловка, д.6 / (495) 612-04-98 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
200;55.8767166;37.539942;ОДС, Ул. 800-летия Москвы;1;Опасные отходы;Ул. 800-летия Москвы, д.8 / (495) 483-66-61 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
201;55.8526884;37.5046945;ОДС, Ул. Флотская;0;Опасные отходы;Ул. Флотская, д.48, к.2  /  (495) 456-00-11  ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
202;55.883021;37.5254953;ОДС, Ангарская ул.;0;Опасные отходы;Ангарская ул., д. 49 к. 4/ (495) 483-90-56 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
203;55.8802705;37.5345050999999;ОДС, Софьи Ковалевской ул.;1.0;Опасные отходы;Софьи Ковалевской ул., 4а, /(495) 483-90-74 ;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
204;55.875729;37.5199645;ОДС, Ул. Ангарская;1.0;Опасные отходы;Ул. Ангарская, д.22, к.5 /;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";7
205;55.4721809;37.2963013999999; ООО Троицкжилсервис;3.0;Иное, Опасные отходы;Московская область, г.Троицк, ул.Сиреневый бульвар д10/ 8 4958 51-20-43;"<div class=""trash_type sm_trash_type""><span style=""background-image: url(images/trash/trash6.png)"" data-tooltip=""""></span><span style=""background-image: url(images/trash/trash7.png)"" data-tooltip=""""></span></div>";6_7
